RideID,TicketNumber,PTimeStamp
100000,113891,2019-01-23 12:04:25.083000000
100000,113895,2019-01-24 12:05:22.083000000
100000,113895,2019-01-24 12:05:30.083000000
100000,113896,2019-01-24 12:05:42.083000000
100000,113897,2019-01-24 12:05:21.083000000
100000,113898,2019-01-24 12:05:37.083000000
100000,113900,2019-01-24 12:05:35.083000000
100000,113914,2019-01-25 12:06:49.083000000
100000,113916,2019-01-25 12:06:30.083000000
100000,113916,2019-01-25 12:06:53.083000000
100000,113948,2019-01-26 12:08:43.083000000
100000,113952,2019-01-26 12:08:29.083000000
100000,113952,2019-01-26 12:09:06.083000000
100000,113954,2019-01-26 12:08:33.083000000
100000,113966,2019-01-26 12:09:01.083000000
100000,113970,2019-01-26 12:08:26.083000000
100000,113987,2019-01-27 12:10:04.083000000
100000,113988,2019-01-27 12:10:07.083000000
100000,114041,2019-01-28 12:12:01.083000000
100000,114045,2019-01-28 12:11:45.083000000
100000,114065,2019-01-28 12:11:38.083000000
100000,114073,2019-01-28 12:11:13.083000000
100000,114078,2019-01-28 12:12:02.083000000
100000,114083,2019-01-28 12:11:46.083000000
100000,114097,2019-01-28 12:11:55.083000000
100000,114103,2019-01-28 12:11:12.083000000
100000,114107,2019-01-29 12:13:20.083000000
100000,114114,2019-01-29 12:13:44.083000000
100000,114121,2019-01-29 12:13:15.083000000
100000,114125,2019-01-29 12:13:59.083000000
100000,114130,2019-01-29 12:13:36.083000000
100000,114140,2019-01-29 12:13:42.083000000
100000,114142,2019-01-29 12:13:43.083000000
100000,114150,2019-01-29 12:13:54.083000000
100000,114155,2019-01-29 12:13:31.083000000
100000,114156,2019-01-29 12:13:10.083000000
100000,114172,2019-01-30 12:15:50.083000000
100000,114173,2019-01-30 12:15:23.083000000
100000,114195,2019-01-30 12:15:41.083000000
100000,114199,2019-01-30 12:15:45.083000000
100000,114232,2019-01-30 12:15:02.083000000
100000,114242,2019-01-31 12:17:09.083000000
100000,114245,2019-01-31 12:17:08.083000000
100000,114247,2019-01-31 12:16:51.083000000
100000,114252,2019-01-31 12:16:57.083000000
100000,114258,2019-01-31 12:17:07.083000000
100000,114259,2019-01-31 12:17:10.083000000
100000,114270,2019-02-01 12:18:00.083000000
100000,114279,2019-02-01 12:18:19.083000000
100000,114281,2019-02-01 12:18:29.083000000
100000,114320,2019-02-02 12:20:12.083000000
100000,114329,2019-02-02 12:19:57.083000000
100000,114334,2019-02-02 12:19:42.083000000
100000,114336,2019-02-02 12:19:52.083000000
100000,114340,2019-02-02 12:20:17.083000000
100000,114347,2019-02-03 12:21:53.083000000
100000,114349,2019-02-03 12:21:48.083000000
100000,114355,2019-02-03 12:21:44.083000000
100000,114356,2019-02-03 12:21:24.083000000
100000,114379,2019-02-03 12:21:58.083000000
100000,114380,2019-02-03 12:21:38.083000000
100000,114401,2019-02-04 12:23:12.083000000
100000,114403,2019-02-04 12:22:52.083000000
100000,114417,2019-02-05 12:24:43.083000000
100000,114417,2019-02-05 12:25:17.083000000
100000,114418,2019-02-05 12:24:53.083000000
100000,114422,2019-02-05 12:25:19.083000000
100000,114425,2019-02-05 12:24:52.083000000
100000,114425,2019-02-05 12:25:02.083000000
100000,114429,2019-02-06 12:26:49.083000000
100000,114460,2019-02-06 12:26:14.083000000
100000,114473,2019-02-06 12:26:43.083000000
100000,114497,2019-02-07 12:28:19.083000000
100000,114503,2019-02-07 12:28:06.083000000
100000,114518,2019-02-07 12:28:29.083000000
100000,114523,2019-02-07 12:28:23.083000000
100000,114543,2019-02-07 12:28:28.083000000
100000,114555,2019-02-08 12:29:14.083000000
100000,114556,2019-02-08 12:29:17.083000000
100000,114559,2019-02-08 12:29:25.083000000
100000,114565,2019-02-08 12:29:29.083000000
100000,114571,2019-02-08 12:29:19.083000000
100000,114571,2019-02-08 12:29:23.083000000
100000,114576,2019-02-09 12:30:40.083000000
100000,114576,2019-02-09 12:30:49.083000000
100000,114576,2019-02-09 12:30:55.083000000
100000,114576,2019-02-09 12:31:01.083000000
100000,114576,2019-02-09 12:31:09.083000000
100000,114576,2019-02-09 12:31:13.083000000
100000,114588,2019-02-10 12:32:26.083000000
100000,114589,2019-02-10 12:32:13.083000000
100000,114598,2019-02-10 12:32:01.083000000
100000,114606,2019-02-10 12:32:27.083000000
100000,114611,2019-02-11 12:32:57.083000000
100000,114611,2019-02-11 12:32:58.083000000
100000,114611,2019-02-11 12:33:18.083000000
100000,114613,2019-02-12 12:34:40.083000000
100000,114618,2019-02-12 12:34:37.083000000
100000,114619,2019-02-12 12:34:32.083000000
100000,114630,2019-02-12 12:35:00.083000000
100000,114637,2019-02-12 12:34:35.083000000
100000,114643,2019-02-12 12:34:48.083000000
100000,114646,2019-02-12 12:34:42.083000000
100000,114650,2019-02-13 12:36:15.083000000
100000,114650,2019-02-13 12:37:03.083000000
100000,114653,2019-02-13 12:36:57.083000000
100000,114654,2019-02-13 12:36:45.083000000
100000,114655,2019-02-13 12:36:20.083000000
100000,114656,2019-02-13 12:36:16.083000000
100000,114657,2019-02-13 12:36:07.083000000
100000,114657,2019-02-13 12:36:49.083000000
100000,114667,2019-02-14 12:38:22.083000000
100000,114667,2019-02-14 12:38:30.083000000
100000,114673,2019-02-14 12:38:05.083000000
100000,114674,2019-02-14 12:38:19.083000000
100000,114674,2019-02-14 12:38:50.083000000
100000,114676,2019-02-14 12:38:34.083000000
100000,114677,2019-02-14 12:38:16.083000000
100000,114683,2019-02-15 12:39:59.083000000
100000,114687,2019-02-15 12:39:47.083000000
100000,114688,2019-02-15 12:39:55.083000000
100000,114695,2019-02-15 12:40:06.083000000
100000,114703,2019-02-15 12:39:58.083000000
100000,114704,2019-02-15 12:40:01.083000000
100000,114715,2019-02-15 12:40:05.083000000
100000,114737,2019-02-16 12:41:22.083000000
100000,114739,2019-02-16 12:41:34.083000000
100000,114740,2019-02-16 12:41:42.083000000
100000,114745,2019-02-16 12:41:39.083000000
100000,114763,2019-02-18 12:43:25.083000000
100000,114773,2019-02-18 12:43:45.083000000
100000,114780,2019-02-18 12:43:48.083000000
100000,114782,2019-02-18 12:43:26.083000000
100000,114782,2019-02-18 12:43:57.083000000
100000,114785,2019-02-18 12:44:11.083000000
100000,114788,2019-02-18 12:44:10.083000000
100000,114789,2019-02-18 12:43:21.083000000
100000,114790,2019-02-18 12:44:08.083000000
100000,114793,2019-02-18 12:44:07.083000000
100000,114794,2019-02-18 12:43:44.083000000
100000,114799,2019-02-19 12:45:19.083000000
100000,114803,2019-02-19 12:45:43.083000000
100000,114805,2019-02-19 12:46:00.083000000
100000,114806,2019-02-19 12:45:32.083000000
100000,114811,2019-02-20 12:47:16.083000000
100000,114811,2019-02-20 12:47:27.083000000
100000,114812,2019-02-20 12:47:13.083000000
100000,114815,2019-02-20 12:47:12.083000000
100000,114816,2019-02-20 12:47:26.083000000
100000,114818,2019-02-21 12:48:47.083000000
100000,114818,2019-02-21 12:49:04.083000000
100000,114819,2019-02-21 12:49:02.083000000
100000,114824,2019-02-21 12:48:54.083000000
100000,114831,2019-02-22 12:50:06.083000000
100000,114841,2019-02-22 12:50:16.083000000
100000,114844,2019-02-22 12:49:36.083000000
100000,114850,2019-02-22 12:49:35.083000000
100000,114866,2019-02-22 12:49:59.083000000
100000,114868,2019-02-22 12:49:49.083000000
100000,114870,2019-02-22 12:50:10.083000000
100000,114875,2019-02-22 12:49:56.083000000
100000,114898,2019-02-23 12:51:27.083000000
100000,114906,2019-02-23 12:51:17.083000000
100000,114923,2019-02-23 12:51:23.083000000
100000,114923,2019-02-23 12:51:28.083000000
100000,114933,2019-02-23 12:51:33.083000000
100000,114943,2019-02-23 12:51:30.083000000
100000,114955,2019-02-23 12:51:13.083000000
100000,114964,2019-02-24 12:53:17.083000000
100000,114973,2019-02-24 12:53:24.083000000
100000,114976,2019-02-24 12:53:21.083000000
100000,114979,2019-02-24 12:53:13.083000000
100000,114994,2019-02-25 12:54:38.083000000
100000,115032,2019-02-26 12:55:49.083000000
100000,115033,2019-02-26 12:55:37.083000000
100000,115036,2019-02-26 12:56:02.083000000
100000,115054,2019-02-26 12:55:50.083000000
100000,115063,2019-02-26 12:55:25.083000000
100000,115077,2019-02-26 12:55:29.083000000
100000,115102,2019-02-27 12:57:19.083000000
100000,115103,2019-02-27 12:57:03.083000000
100000,115105,2019-02-27 12:57:42.083000000
100000,115112,2019-02-27 12:57:24.083000000
100000,115112,2019-02-27 12:57:29.083000000
100000,115116,2019-02-28 12:58:42.083000000
100000,115117,2019-02-28 12:58:30.083000000
100000,115118,2019-02-28 12:58:39.083000000
100000,115125,2019-03-01 13:00:20.083000000
100000,115127,2019-03-01 13:00:23.083000000
100000,115132,2019-03-02 13:01:01.083000000
100000,115133,2019-03-02 13:00:56.083000000
100000,115133,2019-03-02 13:01:13.083000000
100000,115154,2019-03-02 13:01:30.083000000
100000,115171,2019-03-02 13:01:17.083000000
100000,115173,2019-03-02 13:01:32.083000000
100000,115179,2019-03-02 13:01:02.083000000
100000,115184,2019-03-02 13:01:25.083000000
100000,115193,2019-03-03 13:02:26.083000000
100000,115211,2019-03-03 13:02:19.083000000
100000,115213,2019-03-03 13:02:15.083000000
100000,115233,2019-03-03 13:02:29.083000000
100000,115243,2019-03-03 13:02:18.083000000
100000,115247,2019-03-04 13:03:11.083000000
100000,115247,2019-03-04 13:03:24.083000000
100000,115248,2019-03-04 13:03:17.083000000
100000,115248,2019-03-04 13:03:33.083000000
100000,115250,2019-03-04 13:03:25.083000000
100000,115256,2019-03-05 13:04:37.083000000
100000,115259,2019-03-05 13:04:19.083000000
100000,115261,2019-03-05 13:04:22.083000000
100000,115262,2019-03-05 13:04:18.083000000
100000,115272,2019-03-05 13:04:33.083000000
100000,115300,2019-03-06 13:05:50.083000000
100000,115308,2019-03-06 13:05:22.083000000
100000,115313,2019-03-06 13:05:33.083000000
100000,115319,2019-03-06 13:05:30.083000000
100000,115337,2019-03-06 13:05:26.083000000
100000,115341,2019-03-06 13:05:36.083000000
100000,115354,2019-03-07 13:06:51.083000000
100000,115355,2019-03-07 13:06:40.083000000
100000,115359,2019-03-07 13:06:39.083000000
100000,115368,2019-03-07 13:06:53.083000000
100000,115392,2019-03-08 13:08:00.083000000
100000,115450,2019-03-09 13:08:54.083000000
100000,115473,2019-03-09 13:08:52.083000000
100000,115476,2019-03-09 13:08:39.083000000
100000,115511,2019-03-10 13:10:08.083000000
100000,115512,2019-03-10 13:10:15.083000000
100000,115513,2019-03-10 13:09:51.083000000
100000,115514,2019-03-10 13:09:57.083000000
100000,115514,2019-03-10 13:10:12.083000000
100000,115531,2019-03-11 13:11:26.083000000
100000,115535,2019-03-11 13:11:19.083000000
100000,115535,2019-03-11 13:11:42.083000000
100000,115542,2019-03-12 13:13:19.083000000
100000,115549,2019-03-12 13:13:15.083000000
100000,115552,2019-03-12 13:13:25.083000000
100000,115554,2019-03-12 13:13:28.083000000
100000,115558,2019-03-12 13:13:02.083000000
100000,115559,2019-03-12 13:12:58.083000000
100000,115572,2019-03-12 13:13:30.083000000
100000,115576,2019-03-12 13:13:20.083000000
100000,115576,2019-03-12 13:13:27.083000000
100000,115588,2019-03-13 13:14:34.083000000
100000,115607,2019-03-13 13:14:26.083000000
100000,115609,2019-03-13 13:14:44.083000000
100000,115614,2019-03-13 13:14:50.083000000
100000,115621,2019-03-13 13:14:21.083000000
100000,115623,2019-03-13 13:14:39.083000000
100000,115634,2019-03-14 13:16:06.083000000
100000,115640,2019-03-14 13:16:38.083000000
100000,115647,2019-03-14 13:16:22.083000000
100000,115650,2019-03-14 13:16:24.083000000
100000,115653,2019-03-14 13:16:32.083000000
100000,115667,2019-03-15 13:17:43.083000000
100000,115676,2019-03-15 13:17:22.083000000
100000,115684,2019-03-15 13:17:21.083000000
100000,115691,2019-03-16 13:18:51.083000000
100000,115693,2019-03-16 13:18:28.083000000
100000,115701,2019-03-16 13:18:36.083000000
100000,115709,2019-03-16 13:18:49.083000000
100000,115717,2019-03-17 13:19:59.083000000
100000,115740,2019-03-17 13:19:57.083000000
100000,115776,2019-03-18 13:21:20.083000000
100000,115778,2019-03-18 13:21:14.083000000
100000,115794,2019-03-19 13:22:18.083000000
100000,115811,2019-03-20 13:24:01.083000000
100000,115837,2019-03-20 13:23:36.083000000
100000,115842,2019-03-20 13:23:59.083000000
100000,115851,2019-03-20 13:23:52.083000000
100000,115882,2019-03-21 13:24:46.083000000
100000,115885,2019-03-21 13:25:06.083000000
100000,115899,2019-03-21 13:24:42.083000000
100000,115903,2019-03-22 13:26:03.083000000
100000,115917,2019-03-22 13:25:45.083000000
100000,115924,2019-03-22 13:26:21.083000000
100000,115927,2019-03-22 13:26:24.083000000
100000,115928,2019-03-22 13:26:04.083000000
100000,115930,2019-03-22 13:26:16.083000000
100000,115933,2019-03-22 13:25:44.083000000
100000,115961,2019-03-22 13:25:54.083000000
100000,115961,2019-03-22 13:26:18.083000000
100000,115967,2019-03-23 13:27:13.083000000
100000,115967,2019-03-23 13:27:21.083000000
100000,115968,2019-03-23 13:27:15.083000000
100000,115970,2019-03-23 13:27:07.083000000
100000,115971,2019-03-23 13:27:29.083000000
100000,115983,2019-03-24 13:28:26.083000000
100000,115983,2019-03-24 13:28:51.083000000
100000,115987,2019-03-24 13:28:28.083000000
100000,115991,2019-03-24 13:28:32.083000000
100000,116018,2019-03-25 13:30:25.083000000
100000,116025,2019-03-25 13:30:15.083000000
100000,116032,2019-03-25 13:30:31.083000000
100000,116042,2019-03-26 13:31:46.083000000
100000,116045,2019-03-26 13:31:16.083000000
100000,116046,2019-03-26 13:31:24.083000000
100000,116046,2019-03-26 13:31:35.083000000
100000,116046,2019-03-26 13:31:44.083000000
100000,116048,2019-03-26 13:31:38.083000000
100000,116056,2019-03-27 13:32:28.083000000
100000,116064,2019-03-27 13:32:50.083000000
100000,116065,2019-03-27 13:32:52.083000000
100000,116069,2019-03-27 13:32:45.083000000
100000,116123,2019-03-28 13:33:38.083000000
100000,116124,2019-03-28 13:33:26.083000000
100000,116126,2019-03-28 13:33:33.083000000
100000,116128,2019-03-28 13:33:56.083000000
100000,116168,2019-03-29 13:34:59.083000000
100000,116174,2019-03-29 13:35:06.083000000
100000,116176,2019-03-29 13:35:03.083000000
100000,116180,2019-03-29 13:34:48.083000000
100000,116212,2019-03-30 13:36:08.083000000
100000,116218,2019-03-30 13:35:52.083000000
100000,116226,2019-03-30 13:36:21.083000000
100000,116229,2019-03-30 13:36:10.083000000
100000,116236,2019-03-31 13:37:24.083000000
100000,116247,2019-04-01 13:39:13.083000000
100000,116249,2019-04-01 13:38:44.083000000
100000,116249,2019-04-01 13:38:53.083000000
100000,116250,2019-04-01 13:38:52.083000000
100000,116257,2019-04-02 13:40:12.083000000
100000,116259,2019-04-02 13:40:05.083000000
100000,116279,2019-04-03 13:41:46.083000000
100000,116283,2019-04-03 13:41:18.083000000
100000,116293,2019-04-03 13:41:36.083000000
100000,116294,2019-04-03 13:41:42.083000000
100000,116296,2019-04-03 13:41:27.083000000
100000,116298,2019-04-03 13:41:06.083000000
100000,116302,2019-04-03 13:41:00.083000000
100000,116306,2019-04-03 13:41:45.083000000
100000,116314,2019-04-04 13:42:45.083000000
100000,116322,2019-04-04 13:42:54.083000000
100000,116332,2019-04-04 13:43:04.083000000
100000,116345,2019-04-04 13:42:56.083000000
100000,116349,2019-04-04 13:42:46.083000000
100000,116360,2019-04-05 13:44:16.083000000
100000,116367,2019-04-05 13:44:02.083000000
100000,116373,2019-04-05 13:43:53.083000000
100000,116377,2019-04-05 13:43:43.083000000
100000,116382,2019-04-05 13:44:20.083000000
100000,116387,2019-04-05 13:43:47.083000000
100000,116398,2019-04-05 13:44:00.083000000
100000,116451,2019-04-06 13:46:08.083000000
100000,116452,2019-04-06 13:45:48.083000000
100000,116491,2019-04-07 13:47:01.083000000
100000,116503,2019-04-07 13:47:04.083000000
100000,116506,2019-04-07 13:47:29.083000000
100000,116534,2019-04-08 13:48:30.083000000
100000,116547,2019-04-08 13:49:05.083000000
100000,116554,2019-04-08 13:49:01.083000000
100000,116586,2019-04-09 13:50:52.083000000
100000,116587,2019-04-09 13:50:16.083000000
100000,116594,2019-04-09 13:50:34.083000000
100000,116595,2019-04-09 13:50:40.083000000
100000,116603,2019-04-09 13:50:43.083000000
100000,116605,2019-04-09 13:51:01.083000000
100000,116607,2019-04-09 13:50:31.083000000
100000,116614,2019-04-09 13:50:47.083000000
100000,116619,2019-04-10 13:52:28.083000000
100000,116624,2019-04-10 13:52:22.083000000
100000,116625,2019-04-10 13:52:30.083000000
100000,116629,2019-04-10 13:52:02.083000000
100000,116644,2019-04-11 13:53:39.083000000
100000,116649,2019-04-11 13:53:46.083000000
100000,116661,2019-04-11 13:53:33.083000000
100000,116663,2019-04-11 13:53:50.083000000
100000,116686,2019-04-12 13:54:59.083000000
100000,116690,2019-04-12 13:54:40.083000000
100000,116693,2019-04-12 13:54:57.083000000
100000,116699,2019-04-12 13:54:34.083000000
100000,116711,2019-04-12 13:55:08.083000000
100000,116726,2019-04-12 13:54:36.083000000
100000,116738,2019-04-13 13:56:10.083000000
100000,116746,2019-04-13 13:56:14.083000000
100000,116748,2019-04-13 13:56:22.083000000
100001,113163,2019-01-04 11:37:43.083000000
100001,113165,2019-01-04 11:37:28.083000000
100001,113183,2019-01-05 11:39:20.083000000
100001,113183,2019-01-05 11:39:39.083000000
100001,113183,2019-01-05 11:39:44.083000000
100001,113184,2019-01-05 11:39:18.083000000
100001,113185,2019-01-05 11:39:34.083000000
100001,113185,2019-01-05 11:39:38.083000000
100001,113188,2019-01-05 11:39:26.083000000
100001,113221,2019-01-06 11:41:12.083000000
100001,113223,2019-01-06 11:40:30.083000000
100001,113227,2019-01-06 11:41:03.083000000
100001,113228,2019-01-06 11:41:07.083000000
100001,113234,2019-01-06 11:40:39.083000000
100001,113239,2019-01-06 11:40:56.083000000
100001,113255,2019-01-07 11:42:44.083000000
100001,113258,2019-01-07 11:42:23.083000000
100001,113261,2019-01-07 11:41:58.083000000
100001,113273,2019-01-08 11:43:56.083000000
100001,113289,2019-01-08 11:44:02.083000000
100001,113299,2019-01-08 11:43:50.083000000
100001,113304,2019-01-08 11:44:26.083000000
100001,113315,2019-01-08 11:44:33.083000000
100001,113333,2019-01-09 11:45:48.083000000
100001,113344,2019-01-09 11:45:42.083000000
100001,113348,2019-01-09 11:45:33.083000000
100001,113366,2019-01-09 11:45:57.083000000
100001,113373,2019-01-09 11:45:38.083000000
100001,113377,2019-01-10 11:46:48.083000000
100001,113377,2019-01-10 11:47:20.083000000
100001,113420,2019-01-11 11:48:21.083000000
100001,113426,2019-01-12 11:49:54.083000000
100001,113442,2019-01-13 11:50:56.083000000
100001,113446,2019-01-13 11:51:11.083000000
100001,113463,2019-01-13 11:50:47.083000000
100001,113486,2019-01-13 11:50:52.083000000
100001,113525,2019-01-14 11:52:12.083000000
100001,113531,2019-01-14 11:52:07.083000000
100001,113532,2019-01-14 11:51:50.083000000
100001,113539,2019-01-14 11:51:45.083000000
100001,113561,2019-01-15 11:53:42.083000000
100001,113570,2019-01-15 11:53:12.083000000
100001,113571,2019-01-15 11:53:29.083000000
100001,113595,2019-01-15 11:53:14.083000000
100001,113602,2019-01-16 11:55:07.083000000
100001,113609,2019-01-16 11:55:01.083000000
100001,113648,2019-01-17 11:56:16.083000000
100001,113656,2019-01-17 11:55:42.083000000
100001,113682,2019-01-17 11:55:56.083000000
100001,113706,2019-01-18 11:57:18.083000000
100001,113732,2019-01-18 11:57:17.083000000
100001,113753,2019-01-19 11:58:36.083000000
100001,113756,2019-01-19 11:58:08.083000000
100001,113759,2019-01-19 11:58:49.083000000
100001,113762,2019-01-19 11:58:18.083000000
100001,113767,2019-01-19 11:58:11.083000000
100001,113787,2019-01-20 12:00:00.083000000
100001,113788,2019-01-20 12:00:02.083000000
100001,113788,2019-01-20 12:00:09.083000000
100001,113797,2019-01-21 12:00:58.083000000
100001,113802,2019-01-21 12:01:00.083000000
100001,113808,2019-01-21 12:01:29.083000000
100001,113810,2019-01-21 12:01:01.083000000
100001,113812,2019-01-21 12:00:48.083000000
100001,113813,2019-01-21 12:01:15.083000000
100001,113815,2019-01-21 12:01:35.083000000
100001,113828,2019-01-21 12:01:12.083000000
100001,113841,2019-01-22 12:02:44.083000000
100001,113842,2019-01-22 12:02:36.083000000
100001,113846,2019-01-22 12:03:01.083000000
100001,113851,2019-01-22 12:02:58.083000000
100001,113855,2019-01-23 12:04:24.083000000
100001,113871,2019-01-23 12:04:22.083000000
100001,113880,2019-01-23 12:03:54.083000000
100001,113883,2019-01-23 12:04:15.083000000
100001,113890,2019-01-23 12:04:06.083000000
100001,113893,2019-01-23 12:03:58.083000000
100001,113895,2019-01-24 12:05:10.083000000
100001,113896,2019-01-24 12:05:26.083000000
100001,113896,2019-01-24 12:05:34.083000000
100001,113905,2019-01-25 12:06:22.083000000
100001,113912,2019-01-25 12:06:28.083000000
100001,113912,2019-01-25 12:06:38.083000000
100001,113912,2019-01-25 12:06:45.083000000
100001,113917,2019-01-25 12:07:03.083000000
100001,113925,2019-01-25 12:06:57.083000000
100001,113933,2019-01-25 12:07:12.083000000
100001,113954,2019-01-26 12:08:49.083000000
100001,113957,2019-01-26 12:08:56.083000000
100001,113958,2019-01-26 12:08:51.083000000
100001,113962,2019-01-26 12:08:59.083000000
100001,113992,2019-01-27 12:10:24.083000000
100001,114011,2019-01-27 12:10:21.083000000
100001,114014,2019-01-27 12:10:19.083000000
100001,114038,2019-01-28 12:11:43.083000000
100001,114044,2019-01-28 12:12:05.083000000
100001,114051,2019-01-28 12:11:22.083000000
100001,114060,2019-01-28 12:11:49.083000000
100001,114061,2019-01-28 12:11:34.083000000
100001,114082,2019-01-28 12:11:30.083000000
100001,114085,2019-01-28 12:12:10.083000000
100001,114089,2019-01-28 12:11:32.083000000
100001,114091,2019-01-28 12:11:33.083000000
100001,114098,2019-01-28 12:11:29.083000000
100001,114122,2019-01-29 12:14:01.083000000
100001,114135,2019-01-29 12:13:19.083000000
100001,114138,2019-01-29 12:13:23.083000000
100001,114163,2019-01-29 12:13:34.083000000
100001,114169,2019-01-30 12:15:25.083000000
100001,114186,2019-01-30 12:15:30.083000000
100001,114213,2019-01-30 12:15:09.083000000
100001,114230,2019-01-30 12:15:01.083000000
100001,114250,2019-01-31 12:17:14.083000000
100001,114259,2019-01-31 12:17:16.083000000
100001,114267,2019-01-31 12:16:54.083000000
100001,114274,2019-02-01 12:18:23.083000000
100001,114275,2019-02-01 12:18:03.083000000
100001,114282,2019-02-01 12:18:12.083000000
100001,114326,2019-02-02 12:19:25.083000000
100001,114330,2019-02-02 12:20:00.083000000
100001,114332,2019-02-02 12:19:44.083000000
100001,114332,2019-02-02 12:19:50.083000000
100001,114335,2019-02-02 12:20:11.083000000
100001,114341,2019-02-02 12:19:24.083000000
100001,114348,2019-02-03 12:21:33.083000000
100001,114395,2019-02-03 12:21:31.083000000
100001,114400,2019-02-04 12:23:39.083000000
100001,114401,2019-02-04 12:23:10.083000000
100001,114401,2019-02-04 12:23:36.083000000
100001,114402,2019-02-04 12:23:08.083000000
100001,114404,2019-02-04 12:23:28.083000000
100001,114406,2019-02-04 12:22:54.083000000
100001,114416,2019-02-05 12:25:13.083000000
100001,114418,2019-02-05 12:24:38.083000000
100001,114418,2019-02-05 12:24:44.083000000
100001,114419,2019-02-05 12:24:42.083000000
100001,114424,2019-02-05 12:25:16.083000000
100001,114425,2019-02-05 12:25:11.083000000
100001,114443,2019-02-06 12:26:44.083000000
100001,114453,2019-02-06 12:26:12.083000000
100001,114456,2019-02-06 12:26:16.083000000
100001,114457,2019-02-06 12:26:25.083000000
100001,114459,2019-02-06 12:26:34.083000000
100001,114475,2019-02-06 12:26:38.083000000
100001,114499,2019-02-07 12:28:14.083000000
100001,114535,2019-02-07 12:28:31.083000000
100001,114540,2019-02-07 12:28:30.083000000
100001,114544,2019-02-07 12:27:59.083000000
100001,114553,2019-02-08 12:29:45.083000000
100001,114572,2019-02-08 12:29:15.083000000
100001,114572,2019-02-08 12:29:48.083000000
100001,114574,2019-02-08 12:29:09.083000000
100001,114576,2019-02-09 12:30:38.083000000
100001,114576,2019-02-09 12:31:04.083000000
100001,114611,2019-02-11 12:33:25.083000000
100001,114611,2019-02-11 12:33:27.083000000
100001,114611,2019-02-11 12:33:36.083000000
100001,114619,2019-02-12 12:34:27.083000000
100001,114629,2019-02-12 12:34:39.083000000
100001,114630,2019-02-12 12:35:08.083000000
100001,114631,2019-02-12 12:34:55.083000000
