ItemName,EmployeeID,DateSold
Bottled Water,100016,2019-02-04 03:13:39.557000000
Bottled Water,100016,2019-02-04 03:13:46.557000000
Bottled Water,100016,2019-02-04 03:13:53.557000000
Bottled Water,100016,2019-02-06 03:16:48.557000000
Bottled Water,100016,2019-02-07 03:18:11.557000000
Bottled Water,100016,2019-02-07 03:18:56.557000000
Bottled Water,100016,2019-02-07 03:19:14.557000000
Bottled Water,100016,2019-02-09 03:23:04.557000000
Bottled Water,100016,2019-02-10 03:24:23.557000000
Bottled Water,100016,2019-02-10 03:24:42.557000000
Bottled Water,100016,2019-02-11 03:25:28.557000000
Bottled Water,100016,2019-02-11 03:25:32.557000000
Bottled Water,100016,2019-02-11 03:25:33.557000000
Bottled Water,100016,2019-02-11 03:25:42.557000000
Bottled Water,100016,2019-02-11 03:25:47.557000000
Bottled Water,100016,2019-02-12 03:27:08.557000000
Bottled Water,100016,2019-02-12 03:27:26.557000000
Bottled Water,100016,2019-02-12 03:27:28.557000000
Bottled Water,100016,2019-02-13 03:28:28.557000000
Bottled Water,100016,2019-02-13 03:28:33.557000000
Bottled Water,100016,2019-02-15 03:30:15.557000000
Bottled Water,100016,2019-02-15 03:30:49.557000000
Bottled Water,100016,2019-02-16 03:32:40.557000000
Bottled Water,100016,2019-02-17 03:34:34.557000000
Bottled Water,100016,2019-02-18 03:35:08.557000000
Bottled Water,100016,2019-02-18 03:35:25.557000000
Bottled Water,100016,2019-02-19 03:37:57.557000000
Bottled Water,100016,2019-02-20 03:39:47.557000000
Bottled Water,100016,2019-02-22 03:42:22.557000000
Bottled Water,100016,2019-02-22 03:42:27.557000000
Bottled Water,100016,2019-02-23 03:43:28.557000000
Bottled Water,100016,2019-02-24 03:44:39.557000000
Bottled Water,100016,2019-02-24 03:44:44.557000000
Bottled Water,100016,2019-02-24 03:45:03.557000000
Bottled Water,100016,2019-02-25 03:46:40.557000000
Bottled Water,100016,2019-02-25 03:47:26.557000000
Bottled Water,100016,2019-02-25 03:47:29.557000000
Bottled Water,100016,2019-02-26 03:49:14.557000000
Bottled Water,100016,2019-02-26 03:49:23.557000000
Bottled Water,100016,2019-02-26 03:49:43.557000000
Bottled Water,100016,2019-02-27 03:51:15.557000000
Bottled Water,100016,2019-02-28 03:52:58.557000000
Bottled Water,100016,2019-03-01 03:54:05.557000000
Bottled Water,100016,2019-03-03 03:57:28.557000000
Bottled Water,100016,2019-03-03 03:57:30.557000000
Bottled Water,100016,2019-03-04 03:59:34.557000000
Bottled Water,100016,2019-03-04 03:59:43.557000000
Bottled Water,100016,2019-03-04 03:59:45.557000000
Bottled Water,100016,2019-03-05 04:01:13.557000000
Bottled Water,100016,2019-03-06 04:02:04.557000000
Bottled Water,100016,2019-03-07 04:03:03.557000000
Bottled Water,100016,2019-03-07 04:03:18.557000000
Bottled Water,100016,2019-03-07 04:03:23.557000000
Bottled Water,100016,2019-03-08 04:04:27.557000000
Bottled Water,100016,2019-03-09 04:06:43.557000000
Bottled Water,100016,2019-03-11 04:09:51.557000000
Bottled Water,100016,2019-03-11 04:10:01.557000000
Bottled Water,100016,2019-03-11 04:10:08.557000000
Bottled Water,100016,2019-03-12 04:11:28.557000000
Bottled Water,100016,2019-03-13 04:12:22.557000000
Bottled Water,100016,2019-03-15 04:15:16.557000000
Bottled Water,100016,2019-03-15 04:15:19.557000000
Bottled Water,100016,2019-03-15 04:15:25.557000000
Bottled Water,100016,2019-03-15 04:15:29.557000000
Bottled Water,100016,2019-03-16 04:17:20.557000000
Bottled Water,100016,2019-03-17 04:19:08.557000000
Bottled Water,100016,2019-03-18 04:19:51.557000000
Bottled Water,100016,2019-03-18 04:19:58.557000000
Bottled Water,100016,2019-03-18 04:20:20.557000000
Bottled Water,100016,2019-03-19 04:21:46.557000000
Bottled Water,100016,2019-03-20 04:23:21.557000000
Bottled Water,100016,2019-03-20 04:23:24.557000000
Bottled Water,100016,2019-03-20 04:23:26.557000000
Bottled Water,100016,2019-03-20 04:23:29.557000000
Bottled Water,100016,2019-03-20 04:23:30.557000000
Bottled Water,100016,2019-03-21 04:25:06.557000000
Bottled Water,100016,2019-03-21 04:25:35.557000000
Bottled Water,100016,2019-03-21 04:25:51.557000000
Bottled Water,100016,2019-03-23 04:28:46.557000000
Bottled Water,100016,2019-03-23 04:28:47.557000000
Bottled Water,100016,2019-03-23 04:29:15.557000000
Bottled Water,100016,2019-03-23 04:29:22.557000000
Bottled Water,100016,2019-03-24 04:31:05.557000000
Bottled Water,100016,2019-03-24 04:31:11.557000000
Bottled Water,100016,2019-03-24 04:31:12.557000000
Bottled Water,100016,2019-03-24 04:31:32.557000000
Bottled Water,100016,2019-03-25 04:32:59.557000000
Bottled Water,100016,2019-03-26 04:35:00.557000000
Bottled Water,100016,2019-03-27 04:37:15.557000000
Bottled Water,100016,2019-03-28 04:38:35.557000000
Bottled Water,100016,2019-03-28 04:38:46.557000000
Bottled Water,100016,2019-03-28 04:39:15.557000000
Bottled Water,100016,2019-03-29 04:41:14.557000000
Bottled Water,100016,2019-03-29 04:41:20.557000000
Bottled Water,100016,2019-03-30 04:42:23.557000000
Bottled Water,100016,2019-04-01 04:44:23.557000000
Bottled Water,100016,2019-04-02 04:46:25.557000000
Bottled Water,100016,2019-04-02 04:46:32.557000000
Bottled Water,100016,2019-04-02 04:46:43.557000000
Bottled Water,100016,2019-04-02 04:47:00.557000000
Bottled Water,100016,2019-04-03 04:48:18.557000000
Bottled Water,100016,2019-04-03 04:48:26.557000000
Bottled Water,100016,2019-04-03 04:48:47.557000000
Bottled Water,100016,2019-04-04 04:49:51.557000000
Bottled Water,100016,2019-04-05 04:51:10.557000000
Bottled Water,100016,2019-04-05 04:51:15.557000000
Bottled Water,100016,2019-04-05 04:51:37.557000000
Bottled Water,100016,2019-04-06 04:53:28.557000000
Bottled Water,100016,2019-04-06 04:53:29.557000000
Bottled Water,100016,2019-04-07 04:54:44.557000000
Bottled Water,100016,2019-04-08 04:55:54.557000000
Bottled Water,100016,2019-04-08 04:55:56.557000000
Bottled Water,100016,2019-04-08 04:56:22.557000000
Bottled Water,100016,2019-04-09 04:57:59.557000000
Bottled Water,100016,2019-04-09 04:58:54.557000000
Bottled Water,100016,2019-04-10 05:00:17.557000000
Bottled Water,100016,2019-04-11 05:03:02.557000000
Bottled Water,100016,2019-04-11 05:03:04.557000000
Bottled Water,100016,2019-04-14 05:07:58.557000000
Bottled Water,100016,2019-04-14 05:08:09.557000000
Bottled Water,100017,2019-01-04 02:23:09.557000000
Bottled Water,100017,2019-01-04 02:23:10.557000000
Bottled Water,100017,2019-01-04 02:23:28.557000000
Bottled Water,100017,2019-01-04 02:23:48.557000000
Bottled Water,100017,2019-01-07 02:28:03.557000000
Bottled Water,100017,2019-01-07 02:28:05.557000000
Bottled Water,100017,2019-01-07 02:28:37.557000000
Bottled Water,100017,2019-01-09 02:30:32.557000000
Bottled Water,100017,2019-01-09 02:30:57.557000000
Bottled Water,100017,2019-01-11 02:34:27.557000000
Bottled Water,100017,2019-01-11 02:34:47.557000000
Bottled Water,100017,2019-01-11 02:34:53.557000000
Bottled Water,100017,2019-01-12 02:36:25.557000000
Bottled Water,100017,2019-01-16 02:42:41.557000000
Bottled Water,100017,2019-01-16 02:42:44.557000000
Bottled Water,100017,2019-01-16 02:42:46.557000000
Bottled Water,100017,2019-01-19 02:46:13.557000000
Bottled Water,100017,2019-01-20 02:47:51.557000000
Bottled Water,100017,2019-01-20 02:48:02.557000000
Bottled Water,100017,2019-01-20 02:48:18.557000000
Bottled Water,100017,2019-01-21 02:50:04.557000000
Bottled Water,100017,2019-01-22 02:52:02.557000000
Bottled Water,100017,2019-01-22 02:52:09.557000000
Bottled Water,100017,2019-01-23 02:54:22.557000000
Bottled Water,100017,2019-01-23 02:54:36.557000000
Bottled Water,100017,2019-01-24 02:56:17.557000000
Bottled Water,100017,2019-01-24 02:56:24.557000000
Bottled Water,100017,2019-01-25 02:57:22.557000000
Bottled Water,100017,2019-01-25 02:57:28.557000000
Bottled Water,100017,2019-01-25 02:57:33.557000000
Bottled Water,100017,2019-01-26 02:59:25.557000000
Bottled Water,100017,2019-01-27 03:00:05.557000000
Bottled Water,100017,2019-01-27 03:00:06.557000000
Bottled Water,100017,2019-01-29 03:03:35.557000000
Bottled Water,100017,2019-01-29 03:03:38.557000000
Bottled Water,100017,2019-01-29 03:03:48.557000000
Bottled Water,100017,2019-01-30 03:04:47.557000000
Bottled Water,100017,2019-02-02 03:08:45.557000000
Bottled Water,100017,2019-02-04 03:12:59.557000000
Bottled Water,100017,2019-02-06 03:17:08.557000000
Bottled Water,100017,2019-02-06 03:17:18.557000000
Bottled Water,100017,2019-02-07 03:18:49.557000000
Bottled Water,100017,2019-02-07 03:19:04.557000000
Bottled Water,100017,2019-02-07 03:19:15.557000000
Bottled Water,100017,2019-02-08 03:20:51.557000000
Bottled Water,100017,2019-02-08 03:21:01.557000000
Bottled Water,100017,2019-02-09 03:22:29.557000000
Bottled Water,100017,2019-02-09 03:22:43.557000000
Bottled Water,100017,2019-02-09 03:23:03.557000000
Bottled Water,100017,2019-02-12 03:27:02.557000000
Bottled Water,100017,2019-02-12 03:27:10.557000000
Bottled Water,100017,2019-02-13 03:28:24.557000000
Bottled Water,100017,2019-02-13 03:28:31.557000000
Bottled Water,100017,2019-02-14 03:29:12.557000000
Bottled Water,100017,2019-02-14 03:29:26.557000000
Bottled Water,100017,2019-02-14 03:29:36.557000000
Bottled Water,100017,2019-02-15 03:30:29.557000000
Bottled Water,100017,2019-02-15 03:30:35.557000000
Bottled Water,100017,2019-02-16 03:32:57.557000000
Bottled Water,100017,2019-02-20 03:39:13.557000000
Bottled Water,100017,2019-02-21 03:41:08.557000000
Bottled Water,100017,2019-02-21 03:41:18.557000000
Bottled Water,100017,2019-02-23 03:43:18.557000000
Bottled Water,100017,2019-02-23 03:43:39.557000000
Bottled Water,100017,2019-02-23 03:43:49.557000000
Bottled Water,100017,2019-02-25 03:46:34.557000000
Bottled Water,100017,2019-02-25 03:47:22.557000000
Bottled Water,100017,2019-02-25 03:47:23.557000000
Bottled Water,100017,2019-02-26 03:48:58.557000000
Bottled Water,100017,2019-02-26 03:49:18.557000000
Bottled Water,100017,2019-02-27 03:51:28.557000000
Bottled Water,100017,2019-02-27 03:51:34.557000000
Bottled Water,100017,2019-03-01 03:54:16.557000000
Bottled Water,100017,2019-03-01 03:54:18.557000000
Bottled Water,100017,2019-03-01 03:54:26.557000000
Bottled Water,100017,2019-03-02 03:55:20.557000000
Bottled Water,100017,2019-03-02 03:55:25.557000000
Bottled Water,100017,2019-03-02 03:55:40.557000000
Bottled Water,100017,2019-03-02 03:55:42.557000000
Bottled Water,100017,2019-03-04 03:58:49.557000000
Bottled Water,100017,2019-03-05 04:01:27.557000000
Bottled Water,100017,2019-03-06 04:02:27.557000000
Bottled Water,100017,2019-03-07 04:03:09.557000000
Bottled Water,100017,2019-03-07 04:03:14.557000000
Bottled Water,100017,2019-03-07 04:03:27.557000000
Bottled Water,100017,2019-03-07 04:03:37.557000000
Bottled Water,100017,2019-03-08 04:04:39.557000000
Bottled Water,100017,2019-03-08 04:04:59.557000000
Bottled Water,100017,2019-03-10 04:08:05.557000000
Bottled Water,100017,2019-03-10 04:08:36.557000000
Bottled Water,100017,2019-03-11 04:09:32.557000000
Bottled Water,100017,2019-03-11 04:09:55.557000000
Bottled Water,100017,2019-03-14 04:13:49.557000000
Bottled Water,100017,2019-03-15 04:14:55.557000000
Bottled Water,100017,2019-03-16 04:17:31.557000000
Bottled Water,100017,2019-03-16 04:17:41.557000000
Bottled Water,100017,2019-03-16 04:17:42.557000000
Bottled Water,100017,2019-03-17 04:19:05.557000000
Bottled Water,100017,2019-03-18 04:20:01.557000000
Bottled Water,100017,2019-03-18 04:20:06.557000000
Bottled Water,100017,2019-03-19 04:21:25.557000000
Bottled Water,100017,2019-03-19 04:21:50.557000000
Bottled Water,100017,2019-03-19 04:21:59.557000000
Bottled Water,100017,2019-03-19 04:22:00.557000000
Bottled Water,100017,2019-03-20 04:23:11.557000000
Bottled Water,100017,2019-03-20 04:23:45.557000000
Bottled Water,100017,2019-03-21 04:24:47.557000000
Bottled Water,100017,2019-03-21 04:25:00.557000000
Bottled Water,100017,2019-03-21 04:25:41.557000000
Bottled Water,100017,2019-03-21 04:25:43.557000000
Bottled Water,100017,2019-03-21 04:25:53.557000000
Bottled Water,100017,2019-03-22 04:27:31.557000000
Bottled Water,100017,2019-03-22 04:27:40.557000000
Bottled Water,100017,2019-03-23 04:29:16.557000000
Bottled Water,100017,2019-03-23 04:29:36.557000000
Bottled Water,100017,2019-03-24 04:30:46.557000000
Bottled Water,100017,2019-03-24 04:31:00.557000000
Bottled Water,100017,2019-03-26 04:34:23.557000000
Bottled Water,100017,2019-03-26 04:34:29.557000000
Bottled Water,100017,2019-03-26 04:34:36.557000000
Bottled Water,100017,2019-03-26 04:34:40.557000000
Bottled Water,100017,2019-03-26 04:34:55.557000000
Bottled Water,100017,2019-03-27 04:36:18.557000000
Bottled Water,100017,2019-03-27 04:36:52.557000000
Bottled Water,100017,2019-03-27 04:36:55.557000000
Bottled Water,100017,2019-03-27 04:36:59.557000000
Bottled Water,100017,2019-03-27 04:37:05.557000000
Bottled Water,100017,2019-03-28 04:38:43.557000000
Bottled Water,100017,2019-03-30 04:42:31.557000000
Bottled Water,100017,2019-03-31 04:43:23.557000000
Bottled Water,100017,2019-03-31 04:43:38.557000000
Bottled Water,100017,2019-04-01 04:44:33.557000000
Bottled Water,100017,2019-04-01 04:44:45.557000000
Bottled Water,100017,2019-04-01 04:44:52.557000000
Bottled Water,100017,2019-04-02 04:46:21.557000000
Bottled Water,100017,2019-04-02 04:46:42.557000000
Bottled Water,100017,2019-04-02 04:46:44.557000000
Bottled Water,100017,2019-04-04 04:50:13.557000000
Bottled Water,100017,2019-04-04 04:50:14.557000000
Bottled Water,100017,2019-04-06 04:53:23.557000000
Bottled Water,100017,2019-04-06 04:53:46.557000000
Bottled Water,100017,2019-04-06 04:53:47.557000000
Bottled Water,100017,2019-04-08 04:56:02.557000000
Bottled Water,100017,2019-04-08 04:56:12.557000000
Bottled Water,100017,2019-04-09 04:58:23.557000000
Bottled Water,100017,2019-04-10 05:00:40.557000000
Bottled Water,100017,2019-04-12 05:05:01.557000000
Bottled Water,100017,2019-04-13 05:06:11.557000000
Bottled Water,100017,2019-04-14 05:07:25.557000000
Bottled Water,100017,2019-04-14 05:07:42.557000000
Bottled Water,100017,2019-04-14 05:07:51.557000000
Bottled Water,100018,2019-01-04 02:22:59.557000000
Bottled Water,100018,2019-01-04 02:23:05.557000000
Bottled Water,100018,2019-01-04 02:23:51.557000000
Bottled Water,100018,2019-01-06 02:26:29.557000000
Bottled Water,100018,2019-01-07 02:28:15.557000000
Bottled Water,100018,2019-01-08 02:29:39.557000000
Bottled Water,100018,2019-01-10 02:32:33.557000000
Bottled Water,100018,2019-01-10 02:32:37.557000000
Bottled Water,100018,2019-01-10 02:32:49.557000000
Bottled Water,100018,2019-01-11 02:34:31.557000000
Bottled Water,100018,2019-01-11 02:34:34.557000000
Bottled Water,100018,2019-01-11 02:34:50.557000000
Bottled Water,100018,2019-01-11 02:34:58.557000000
Bottled Water,100018,2019-01-11 02:35:00.557000000
Bottled Water,100018,2019-01-12 02:36:40.557000000
Bottled Water,100018,2019-01-12 02:36:43.557000000
Bottled Water,100018,2019-01-12 02:36:46.557000000
Bottled Water,100018,2019-01-14 02:39:21.557000000
Bottled Water,100018,2019-01-14 02:39:26.557000000
Bottled Water,100018,2019-01-14 02:39:32.557000000
Bottled Water,100018,2019-01-14 02:39:45.557000000
Bottled Water,100018,2019-01-15 02:41:24.557000000
Bottled Water,100018,2019-01-15 02:41:36.557000000
Bottled Water,100018,2019-01-17 02:43:25.557000000
Bottled Water,100018,2019-01-17 02:43:51.557000000
Bottled Water,100018,2019-01-18 02:44:30.557000000
Bottled Water,100018,2019-01-18 02:44:32.557000000
Bottled Water,100018,2019-01-18 02:45:08.557000000
Bottled Water,100018,2019-01-19 02:46:27.557000000
Bottled Water,100018,2019-01-20 02:48:28.557000000
Bottled Water,100018,2019-01-22 02:52:08.557000000
Bottled Water,100018,2019-01-22 02:52:43.557000000
Bottled Water,100018,2019-01-22 02:52:46.557000000
Bottled Water,100018,2019-01-22 02:52:47.557000000
Bottled Water,100018,2019-01-23 02:54:52.557000000
Bottled Water,100018,2019-01-23 02:54:54.557000000
Bottled Water,100018,2019-01-25 02:57:37.557000000
Bottled Water,100018,2019-01-25 02:57:51.557000000
Bottled Water,100018,2019-01-26 02:59:06.557000000
Bottled Water,100018,2019-01-26 02:59:22.557000000
Bottled Water,100018,2019-01-26 02:59:26.557000000
Bottled Water,100018,2019-01-27 03:00:19.557000000
Bottled Water,100018,2019-01-27 03:00:26.557000000
Bottled Water,100018,2019-01-28 03:01:48.557000000
Bottled Water,100018,2019-01-29 03:03:43.557000000
Bottled Water,100018,2019-01-31 03:05:33.557000000
Bottled Water,100018,2019-01-31 03:05:57.557000000
Bottled Water,100018,2019-02-01 03:06:51.557000000
Bottled Water,100018,2019-02-02 03:08:23.557000000
Bottled Water,100018,2019-02-03 03:10:30.557000000
Bottled Water,100018,2019-02-03 03:10:54.557000000
Bottled Water,100018,2019-02-04 03:13:44.557000000
Bottled Water,100018,2019-02-05 03:15:31.557000000
Bottled Water,100018,2019-02-06 03:17:06.557000000
Bottled Water,100018,2019-02-06 03:17:07.557000000
Bottled Water,100018,2019-02-07 03:18:23.557000000
Bottled Water,100018,2019-02-08 03:20:34.557000000
Bottled Water,100018,2019-02-08 03:20:40.557000000
Bottled Water,100018,2019-02-08 03:21:02.557000000
Bottled Water,100018,2019-02-08 03:21:14.557000000
Bottled Water,100018,2019-02-09 03:22:58.557000000
Bottled Water,100018,2019-02-09 03:23:00.557000000
Bottled Water,100018,2019-02-11 03:25:39.557000000
Bottled Water,100018,2019-02-11 03:25:56.557000000
Bottled Water,100018,2019-02-11 03:25:57.557000000
Bottled Water,100018,2019-02-12 03:27:06.557000000
Bottled Water,100018,2019-02-12 03:27:16.557000000
Bottled Water,100018,2019-02-14 03:29:24.557000000
Bottled Water,100018,2019-02-15 03:30:47.557000000
Bottled Water,100018,2019-02-15 03:31:05.557000000
Bottled Water,100018,2019-02-16 03:32:27.557000000
Bottled Water,100018,2019-02-17 03:34:17.557000000
Bottled Water,100018,2019-02-18 03:35:24.557000000
Bottled Water,100018,2019-02-18 03:35:35.557000000
Bottled Water,100018,2019-02-18 03:35:54.557000000
Bottled Water,100018,2019-02-18 03:36:02.557000000
Bottled Water,100018,2019-02-19 03:37:18.557000000
Bottled Water,100018,2019-02-19 03:37:21.557000000
Bottled Water,100018,2019-02-19 03:37:22.557000000
Bottled Water,100018,2019-02-19 03:37:26.557000000
Bottled Water,100018,2019-02-19 03:37:31.557000000
Bottled Water,100018,2019-02-20 03:39:08.557000000
Bottled Water,100018,2019-02-20 03:39:57.557000000
Bottled Water,100018,2019-02-24 03:44:48.557000000
Bottled Water,100018,2019-02-24 03:44:54.557000000
Bottled Water,100018,2019-02-24 03:45:06.557000000
Bottled Water,100018,2019-02-25 03:47:15.557000000
Bottled Water,100018,2019-02-26 03:48:54.557000000
Bottled Water,100018,2019-02-26 03:49:40.557000000
Bottled Water,100018,2019-02-27 03:51:10.557000000
Bottled Water,100018,2019-02-27 03:51:37.557000000
Bottled Water,100018,2019-03-01 03:53:41.557000000
Bottled Water,100018,2019-03-02 03:55:17.557000000
Bottled Water,100018,2019-03-02 03:55:51.557000000
Bottled Water,100018,2019-03-04 03:58:54.557000000
Bottled Water,100018,2019-03-04 03:59:22.557000000
Bottled Water,100018,2019-03-04 03:59:35.557000000
Bottled Water,100018,2019-03-05 04:01:07.557000000
Bottled Water,100018,2019-03-06 04:02:18.557000000
Bottled Water,100018,2019-03-09 04:06:25.557000000
Bottled Water,100018,2019-03-10 04:08:42.557000000
Bottled Water,100018,2019-03-11 04:09:34.557000000
Bottled Water,100018,2019-03-11 04:09:36.557000000
Bottled Water,100018,2019-03-12 04:11:13.557000000
Bottled Water,100018,2019-03-12 04:11:20.557000000
Bottled Water,100018,2019-03-13 04:12:26.557000000
Bottled Water,100018,2019-03-13 04:12:37.557000000
Bottled Water,100018,2019-03-14 04:13:27.557000000
Bottled Water,100018,2019-03-15 04:14:46.557000000
Bottled Water,100018,2019-03-16 04:17:25.557000000
Bottled Water,100018,2019-03-18 04:20:10.557000000
Bottled Water,100018,2019-03-18 04:20:22.557000000
Bottled Water,100018,2019-03-19 04:21:14.557000000
Bottled Water,100018,2019-03-19 04:21:28.557000000
Bottled Water,100018,2019-03-19 04:22:04.557000000
Bottled Water,100018,2019-03-20 04:23:27.557000000
Bottled Water,100018,2019-03-20 04:23:47.557000000
Bottled Water,100018,2019-03-21 04:24:51.557000000
Bottled Water,100018,2019-03-22 04:27:09.557000000
Bottled Water,100018,2019-03-22 04:27:25.557000000
Bottled Water,100018,2019-03-22 04:27:34.557000000
Bottled Water,100018,2019-03-22 04:27:44.557000000
Bottled Water,100018,2019-03-23 04:28:44.557000000
Bottled Water,100018,2019-03-23 04:28:56.557000000
Bottled Water,100018,2019-03-23 04:29:06.557000000
Bottled Water,100018,2019-03-23 04:29:25.557000000
Bottled Water,100018,2019-03-24 04:30:49.557000000
Bottled Water,100018,2019-03-24 04:31:21.557000000
Bottled Water,100018,2019-03-24 04:31:23.557000000
Bottled Water,100018,2019-03-24 04:31:40.557000000
Bottled Water,100018,2019-03-25 04:33:00.557000000
Bottled Water,100018,2019-03-26 04:34:26.557000000
Bottled Water,100018,2019-03-26 04:34:43.557000000
Bottled Water,100018,2019-03-26 04:35:09.557000000
Bottled Water,100018,2019-03-27 04:36:33.557000000
Bottled Water,100018,2019-03-27 04:36:36.557000000
Bottled Water,100018,2019-03-27 04:37:14.557000000
Bottled Water,100018,2019-03-28 04:38:37.557000000
Bottled Water,100018,2019-03-28 04:38:38.557000000
Bottled Water,100018,2019-03-30 04:42:24.557000000
Bottled Water,100018,2019-04-01 04:44:49.557000000
Bottled Water,100018,2019-04-01 04:45:02.557000000
Bottled Water,100018,2019-04-03 04:48:49.557000000
Bottled Water,100018,2019-04-04 04:49:54.557000000
Bottled Water,100018,2019-04-04 04:50:06.557000000
Bottled Water,100018,2019-04-04 04:50:21.557000000
Bottled Water,100018,2019-04-05 04:51:48.557000000
Bottled Water,100018,2019-04-06 04:53:09.557000000
Bottled Water,100018,2019-04-07 04:54:39.557000000
Bottled Water,100018,2019-04-07 04:54:43.557000000
Bottled Water,100018,2019-04-07 04:54:47.557000000
Bottled Water,100018,2019-04-08 04:56:43.557000000
Bottled Water,100018,2019-04-09 04:57:57.557000000
Bottled Water,100018,2019-04-09 04:58:27.557000000
Bottled Water,100018,2019-04-09 04:58:38.557000000
Bottled Water,100018,2019-04-09 04:58:39.557000000
Bottled Water,100018,2019-04-10 05:00:20.557000000
Bottled Water,100018,2019-04-10 05:00:42.557000000
Bottled Water,100018,2019-04-11 05:02:24.557000000
Bottled Water,100018,2019-04-11 05:02:25.557000000
Bottled Water,100018,2019-04-12 05:04:46.557000000
Bottled Water,100018,2019-04-12 05:04:49.557000000
Bottled Water,100018,2019-04-13 05:06:25.557000000
Bottled Water,100018,2019-04-14 05:07:18.557000000
Bottled Water,100018,2019-04-14 05:07:46.557000000
Bottled Water,100019,2019-01-04 02:23:19.557000000
Bottled Water,100019,2019-01-06 02:26:11.557000000
Bottled Water,100019,2019-01-06 02:26:20.557000000
Bottled Water,100019,2019-01-06 02:26:22.557000000
Bottled Water,100019,2019-01-06 02:26:26.557000000
Bottled Water,100019,2019-01-06 02:26:40.557000000
Bottled Water,100019,2019-01-06 02:26:42.557000000
Bottled Water,100019,2019-01-06 02:26:50.557000000
Bottled Water,100019,2019-01-06 02:27:00.557000000
Bottled Water,100019,2019-01-08 02:29:37.557000000
Bottled Water,100019,2019-01-09 02:30:18.557000000
Bottled Water,100019,2019-01-09 02:30:52.557000000
Bottled Water,100019,2019-01-12 02:36:24.557000000
Bottled Water,100019,2019-01-13 02:38:08.557000000
Bottled Water,100019,2019-01-14 02:39:36.557000000
Bottled Water,100019,2019-01-14 02:39:50.557000000
Bottled Water,100019,2019-01-14 02:40:03.557000000
Bottled Water,100019,2019-01-15 02:41:00.557000000
Bottled Water,100019,2019-01-15 02:41:08.557000000
Bottled Water,100019,2019-01-15 02:41:10.557000000
Bottled Water,100019,2019-01-17 02:43:34.557000000
Bottled Water,100019,2019-01-18 02:44:35.557000000
Bottled Water,100019,2019-01-18 02:45:00.557000000
Bottled Water,100019,2019-01-19 02:46:06.557000000
Bottled Water,100019,2019-01-19 02:46:11.557000000
Bottled Water,100019,2019-01-19 02:46:33.557000000
Bottled Water,100019,2019-01-20 02:47:25.557000000
Bottled Water,100019,2019-01-21 02:49:56.557000000
Bottled Water,100019,2019-01-22 02:52:14.557000000
Bottled Water,100019,2019-01-22 02:52:24.557000000
Bottled Water,100019,2019-01-22 02:52:26.557000000
Bottled Water,100019,2019-01-22 02:52:36.557000000
Bottled Water,100019,2019-01-22 02:52:52.557000000
Bottled Water,100019,2019-01-23 02:53:53.557000000
Bottled Water,100019,2019-01-23 02:53:59.557000000
Bottled Water,100019,2019-01-23 02:54:03.557000000
Bottled Water,100019,2019-01-23 02:54:12.557000000
Bottled Water,100019,2019-01-26 02:59:24.557000000
Bottled Water,100019,2019-01-28 03:01:49.557000000
Bottled Water,100019,2019-01-28 03:01:58.557000000
